Month,Customer ID,Customer,Tier,Industry,Service Type,Tickets,Resolved Tickets,Tickets With Outcome,Breached Tickets,SLA Compliance Pct,P50 Resolution Hours,Avg Target Utilisation
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,Business Voice (SIP),62,62,62,17,72.58,12.59,0.822
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,47,47,47,4,91.49,9.7,0.619
2025-02-01,CUST-004,Heritage College,Bronze,Education,Dedicated Internet,37,37,37,10,72.97,41.65,0.741
2025-02-01,CUST-004,Heritage College,Bronze,Education,MPLS WAN,5,5,5,2,60.0,74.56,1.08
2025-02-01,CUST-004,Heritage College,Bronze,Education,Managed Cloud,14,14,14,2,85.71,42.32,0.57
2025-02-01,CUST-004,Heritage College,Bronze,Education,Managed Security,13,13,13,1,92.31,51.6,0.568
2025-02-01,CUST-004,Heritage College,Bronze,Education,SD-WAN,28,28,28,8,71.43,62.73,0.92
2025-02-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Business Voice (SIP),29,29,29,2,93.1,31.03,0.557
2025-02-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Dedicated Internet,5,5,5,1,80.0,40.21,0.536
2025-02-01,CUST-005,Bluewater Health Network,Silver,Healthcare,SD-WAN,35,35,35,2,94.29,26.26,0.502
2025-02-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Managed Security,13,13,13,0,100.0,11.84,0.215
2025-02-01,CUST-006,Northshore Utilities,Silver,Public Sector,Business Voice (SIP),59,59,59,4,93.22,24.51,0.446
2025-02-01,CUST-006,Northshore Utilities,Silver,Public Sector,Dedicated Internet,40,40,40,6,85.0,22.46,0.535
2025-02-01,CUST-006,Northshore Utilities,Silver,Public Sector,MPLS WAN,3,3,3,1,66.67,53.05,1.007
2025-02-01,CUST-006,Northshore Utilities,Silver,Public Sector,Managed Security,2,2,2,0,100.0,42.25,0.406
2025-02-01,CUST-006,Northshore Utilities,Silver,Public Sector,SD-WAN,24,24,24,3,87.5,40.22,0.569
2025-02-01,CUST-007,Ashford Renewables,Bronze,Energy,SD-WAN,14,14,14,5,64.29,49.6,1.026
2025-02-01,CUST-007,Ashford Renewables,Bronze,Energy,Business Voice (SIP),7,7,7,1,85.71,45.7,0.476
2025-02-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Cloud,16,16,16,4,75.0,57.04,0.655
2025-02-01,CUST-007,Ashford Renewables,Bronze,Energy,Dedicated Internet,11,11,11,0,100.0,24.16,0.457
2025-02-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Security,8,8,8,0,100.0,28.37,0.524
2025-02-01,CUST-008,Maple College,Gold,Education,MPLS WAN,18,18,18,3,83.33,22.09,0.57
2025-02-01,CUST-008,Maple College,Gold,Education,SD-WAN,38,38,38,7,81.58,19.18,0.586
2025-02-01,CUST-008,Maple College,Gold,Education,Managed Security,7,7,7,0,100.0,8.96,0.263
2025-02-01,CUST-008,Maple College,Gold,Education,Dedicated Internet,39,39,39,6,84.62,21.26,0.476
2025-02-01,CUST-008,Maple College,Gold,Education,Business Voice (SIP),31,31,31,2,93.55,13.23,0.452
2025-02-01,CUST-008,Maple College,Gold,Education,Managed Cloud,15,15,15,1,93.33,19.63,0.535
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,Business Voice (SIP),25,25,25,4,84.0,45.71,0.715
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,SD-WAN,8,8,8,2,75.0,11.77,0.46
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,Dedicated Internet,16,16,16,2,87.5,39.86,0.638
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Security,6,6,6,0,100.0,14.79,0.224
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,MPLS WAN,4,4,4,0,100.0,24.63,0.285
2025-02-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Cloud,6,6,6,0,100.0,27.48,0.329
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Cloud,29,29,29,0,100.0,10.7,0.341
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Dedicated Internet,222,222,222,89,59.91,12.6,1.147
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,SD-WAN,45,45,45,3,93.33,17.5,0.51
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,MPLS WAN,41,41,41,9,78.05,26.06,0.85
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Business Voice (SIP),31,31,31,3,90.32,19.57,0.464
2025-02-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Security,15,15,15,2,86.67,3.22,0.427
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,Business Voice (SIP),15,15,15,2,86.67,38.48,0.529
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,SD-WAN,36,36,36,3,91.67,23.46,0.546
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Cloud,15,15,15,0,100.0,14.23,0.332
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Security,5,5,5,0,100.0,23.66,0.265
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,Dedicated Internet,45,45,45,4,91.11,29.12,0.496
2025-02-01,CUST-011,Prairie Health Network,Silver,Healthcare,MPLS WAN,8,8,8,1,87.5,66.07,0.802
2025-02-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,14,14,14,1,92.86,18.45,0.388
2025-02-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,74,74,74,27,63.51,49.03,1.058
2025-02-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,12,12,12,0,100.0,28.54,0.43
2025-02-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),62,62,62,4,93.55,31.04,0.585
2025-02-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,25,25,25,4,84.0,39.18,0.648
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,44,44,44,3,93.18,23.83,0.67
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,24,24,24,3,87.5,16.37,0.454
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),24,24,24,1,95.83,18.32,0.631
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,45,45,45,2,95.56,16.55,0.421
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,22,22,22,3,86.36,22.61,0.596
2025-02-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,18,18,18,2,88.89,20.14,0.472
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,34,34,34,5,85.29,16.59,0.656
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,SD-WAN,137,137,137,31,77.37,12.59,0.839
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,45,45,45,5,88.89,6.67,0.56
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Business Voice (SIP),105,105,105,9,91.43,9.21,0.53
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,59,59,59,12,79.66,11.03,0.595
2025-02-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,24,24,24,3,87.5,8.6,0.757
2025-02-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,SD-WAN,114,114,114,18,84.21,13.11,0.586
2025-02-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Dedicated Internet,129,129,129,23,82.17,10.24,0.709
2025-02-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Business Voice (SIP),77,77,77,8,89.61,11.46,0.525
2025-02-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Security,20,20,20,1,95.0,4.59,0.379
2025-02-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Cloud,46,46,46,3,93.48,6.78,0.369
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Cloud,28,28,28,1,96.43,18.02,0.363
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,MPLS WAN,13,13,13,0,100.0,12.26,0.303
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Security,10,10,10,0,100.0,10.12,0.269
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,Dedicated Internet,188,188,188,67,64.36,17.1,0.977
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,Business Voice (SIP),16,16,16,0,100.0,24.79,0.327
2025-02-01,CUST-016,Redwood Learning Trust,Silver,Education,SD-WAN,32,32,32,6,81.25,18.28,0.638
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,SD-WAN,34,34,34,9,73.53,36.34,0.875
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,MPLS WAN,18,18,18,2,88.89,34.67,0.69
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,Managed Security,8,8,8,0,100.0,14.05,0.269
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,Business Voice (SIP),40,40,40,4,90.0,13.42,0.484
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,Managed Cloud,14,14,14,0,100.0,14.96,0.382
2025-02-01,CUST-017,Coastal Energy,Gold,Energy,Dedicated Internet,246,246,246,103,58.13,14.46,1.248
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,SD-WAN,57,57,57,13,77.19,19.98,0.691
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,MPLS WAN,59,59,59,5,91.53,20.5,0.509
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Security,28,28,28,2,92.86,11.51,0.324
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,Dedicated Internet,82,82,82,31,62.2,16.72,1.124
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,Business Voice (SIP),69,69,69,11,84.06,24.14,0.621
2025-02-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Cloud,14,14,14,1,92.86,14.48,0.379
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,MPLS WAN,46,46,46,7,84.78,25.88,0.591
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Business Voice (SIP),53,53,53,2,96.23,22.21,0.443
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Cloud,23,23,23,3,86.96,18.39,0.495
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Security,30,30,30,3,90.0,11.1,0.432
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Dedicated Internet,139,139,139,59,57.55,12.46,1.184
2025-02-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,SD-WAN,70,70,70,14,80.0,31.99,0.812
2025-02-01,CUST-020,Orchard Distribution,Silver,Logistics,MPLS WAN,1,1,1,0,100.0,60.15,0.835
2025-02-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Security,5,5,5,0,100.0,39.71,0.452
2025-02-01,CUST-020,Orchard Distribution,Silver,Logistics,Business Voice (SIP),17,17,17,3,82.35,30.69,0.525
2025-02-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Cloud,4,4,4,0,100.0,13.72,0.246
2025-02-01,CUST-020,Orchard Distribution,Silver,Logistics,Dedicated Internet,29,29,29,1,96.55,20.24,0.406
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,MPLS WAN,13,13,13,3,76.92,21.43,0.738
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,SD-WAN,81,81,81,8,90.12,18.87,0.563
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,Business Voice (SIP),51,51,51,8,84.31,21.89,0.724
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Security,25,25,25,1,96.0,15.94,0.379
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Cloud,41,41,41,4,90.24,15.18,0.495
2025-02-01,CUST-021,Keystone Distribution,Gold,Logistics,Dedicated Internet,68,68,68,4,94.12,16.58,0.44
2025-02-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Business Voice (SIP),11,11,11,0,100.0,32.14,0.468
2025-02-01,CUST-022,Ironwood Health Network,Silver,Healthcare,MPLS WAN,7,7,7,1,85.71,21.64,0.495
2025-02-01,CUST-022,Ironwood Health Network,Silver,Healthcare,SD-WAN,19,19,19,2,89.47,31.73,0.47
2025-02-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Managed Cloud,21,21,21,4,80.95,25.59,0.497
2025-02-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Dedicated Internet,23,23,23,1,95.65,28.42,0.471
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,Dedicated Internet,40,40,40,8,80.0,43.07,0.661
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Security,19,19,19,3,84.21,33.35,0.497
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Cloud,31,31,31,3,90.32,26.47,0.553
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,SD-WAN,34,34,34,6,82.35,56.58,0.703
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,MPLS WAN,9,9,9,2,77.78,49.56,0.515
2025-02-01,CUST-023,Silverline Learning Trust,Bronze,Education,Business Voice (SIP),24,24,24,3,87.5,31.74,0.495
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,MPLS WAN,8,8,8,1,87.5,36.05,0.507
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,Managed Security,31,31,31,3,90.32,28.87,0.603
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,Dedicated Internet,103,103,103,25,75.73,28.75,0.754
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,Managed Cloud,49,49,49,11,77.55,17.99,0.62
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,SD-WAN,21,21,21,3,85.71,34.68,0.805
2025-02-01,CUST-024,Cascadia Academy,Gold,Education,Business Voice (SIP),67,67,67,8,88.06,20.93,0.631
2025-02-01,CUST-025,Cedar Marketplaces,Bronze,Retail,SD-WAN,19,19,19,4,78.95,73.97,1.026
2025-02-01,CUST-025,Cedar Marketplaces,Bronze,Retail,MPLS WAN,4,4,4,0,100.0,56.72,0.449
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Dedicated Internet,74,74,74,8,89.19,16.27,0.469
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,SD-WAN,51,51,51,14,72.55,22.59,0.849
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,MPLS WAN,6,6,6,1,83.33,7.36,0.483
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Security,13,13,13,1,92.31,15.2,0.456
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Cloud,41,41,41,2,95.12,18.58,0.422
2025-02-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Business Voice (SIP),53,53,53,6,88.68,25.85,0.622
2025-02-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Security,18,18,18,3,83.33,40.98,0.894
2025-02-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Cloud,16,16,16,4,75.0,51.92,1.007
2025-02-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Business Voice (SIP),12,12,12,4,66.67,97.89,0.781
2025-02-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Dedicated Internet,22,22,22,6,72.73,55.58,0.79
2025-02-01,CUST-028,Beacon Pipelines,Bronze,Energy,MPLS WAN,5,5,5,3,40.0,90.21,0.988
2025-02-01,CUST-028,Beacon Pipelines,Bronze,Energy,Dedicated Internet,26,26,26,10,61.54,76.42,0.911
2025-02-01,CUST-028,Beacon Pipelines,Bronze,Energy,SD-WAN,11,11,11,6,45.45,104.99,1.227
2025-02-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Cloud,11,11,11,2,81.82,61.0,0.719
2025-02-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Security,14,14,14,2,85.71,26.52,0.507
2025-02-01,CUST-029,Pinecrest Energy,Bronze,Energy,Business Voice (SIP),5,5,5,2,60.0,55.98,1.5
2025-02-01,CUST-029,Pinecrest Energy,Bronze,Energy,Dedicated Internet,8,8,8,0,100.0,42.21,0.35
2025-02-01,CUST-029,Pinecrest Energy,Bronze,Energy,SD-WAN,3,3,3,0,100.0,34.33,0.435
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Security,46,46,46,1,97.83,10.11,0.47
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,Dedicated Internet,67,67,67,4,94.03,10.06,0.432
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,SD-WAN,128,128,128,16,87.5,8.33,0.557
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,MPLS WAN,39,39,39,2,94.87,7.41,0.462
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Cloud,46,46,46,2,95.65,6.22,0.335
2025-02-01,CUST-030,Summit Retail Group,Platinum,Retail,Business Voice (SIP),130,130,130,12,90.77,9.5,0.46
2025-02-01,CUST-031,Crestview Pipelines,Silver,Energy,SD-WAN,33,33,33,3,90.91,21.78,0.518
2025-02-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Cloud,6,6,6,1,83.33,23.3,0.42
2025-02-01,CUST-031,Crestview Pipelines,Silver,Energy,Dedicated Internet,17,17,17,2,88.24,25.31,0.748
2025-02-01,CUST-031,Crestview Pipelines,Silver,Energy,Business Voice (SIP),12,12,12,2,83.33,24.14,0.549
2025-02-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Security,3,3,3,0,100.0,15.72,0.36
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,SD-WAN,96,96,96,10,89.58,10.91,0.509
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Security,50,50,50,2,96.0,6.97,0.405
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,MPLS WAN,18,18,18,1,94.44,6.7,0.442
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Cloud,13,13,13,1,92.31,7.91,0.605
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,Dedicated Internet,99,99,99,10,89.9,9.33,0.507
2025-02-01,CUST-032,Meridian Distribution,Platinum,Logistics,Business Voice (SIP),126,126,126,14,88.89,11.36,0.576
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Security,29,29,29,2,93.1,17.89,0.467
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,Business Voice (SIP),44,44,44,4,90.91,28.07,0.507
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,Dedicated Internet,28,28,28,2,92.86,15.56,0.498
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,MPLS WAN,34,34,34,5,85.29,16.79,0.676
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,SD-WAN,73,73,73,9,87.67,23.47,0.646
2025-02-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Cloud,25,25,25,2,92.0,11.16,0.441
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Dedicated Internet,69,69,69,10,85.51,8.47,0.621
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Cloud,17,17,17,0,100.0,8.9,0.337
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,MPLS WAN,17,17,17,1,94.12,11.36,0.492
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,SD-WAN,70,70,70,15,78.57,16.39,0.746
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Security,25,25,25,5,80.0,15.94,0.705
2025-02-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Business Voice (SIP),58,58,58,7,87.93,14.7,0.562
2025-02-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,SD-WAN,42,42,42,5,88.1,14.38,0.516
2025-02-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,MPLS WAN,29,29,29,3,89.66,16.96,0.626
2025-02-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Business Voice (SIP),54,54,54,9,83.33,16.4,0.526
2025-02-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Dedicated Internet,135,135,135,32,76.3,9.65,0.83
2025-02-01,CUST-036,Highland College,Platinum,Education,Managed Security,26,26,26,3,88.46,10.37,0.466
2025-02-01,CUST-036,Highland College,Platinum,Education,MPLS WAN,34,34,34,5,85.29,14.37,0.541
2025-02-01,CUST-036,Highland College,Platinum,Education,Managed Cloud,27,27,27,0,100.0,12.42,0.408
2025-02-01,CUST-036,Highland College,Platinum,Education,SD-WAN,53,53,53,6,88.68,8.95,0.586
2025-02-01,CUST-036,Highland College,Platinum,Education,Dedicated Internet,66,66,66,4,93.94,9.4,0.445
2025-02-01,CUST-036,Highland College,Platinum,Education,Business Voice (SIP),69,69,69,6,91.3,10.5,0.537
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),40,40,40,7,82.5,25.32,0.68
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,46,46,46,13,71.74,28.64,0.821
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,MPLS WAN,48,48,48,12,75.0,39.8,0.842
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Cloud,15,15,15,2,86.67,23.81,0.593
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,Dedicated Internet,77,77,77,11,85.71,17.41,0.6
2025-02-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Security,12,12,12,1,91.67,14.11,0.449
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,12,12,12,2,83.33,28.91,0.461
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,27,27,27,7,74.07,35.61,0.784
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,40,40,40,4,90.0,30.04,0.521
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),17,17,17,2,88.24,37.45,0.59
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,5,5,5,0,100.0,23.78,0.43
2025-02-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,11,11,11,1,90.91,27.89,0.647
2025-02-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,38,38,38,7,81.58,27.33,0.63
2025-02-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,18,18,18,0,100.0,25.13,0.353
2025-02-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),80,80,80,6,92.5,23.35,0.465
2025-02-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,15,15,15,0,100.0,23.54,0.301
2025-02-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,59,59,59,8,86.44,30.48,0.651
2025-02-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,54,54,54,2,96.3,21.7,0.407
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Dedicated Internet,68,68,68,9,86.76,17.99,0.49
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Business Voice (SIP),57,57,57,9,84.21,20.76,0.568
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,MPLS WAN,2,2,2,0,100.0,53.37,0.654
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Cloud,17,17,17,1,94.12,14.98,0.568
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Security,14,14,14,1,92.86,12.25,0.419
2025-02-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,SD-WAN,20,20,20,5,75.0,36.55,0.895
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Security,3,3,3,0,100.0,4.28,0.138
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,8,8,8,1,87.5,12.72,0.438
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),17,17,17,0,100.0,21.76,0.428
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,MPLS WAN,19,19,19,1,94.74,19.17,0.388
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,30,30,30,2,93.33,17.84,0.649
2025-03-01,CUST-001,Lakeview Health Network,Silver,Healthcare,SD-WAN,4,4,4,1,75.0,20.74,0.566
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,8,8,8,0,100.0,49.2,0.531
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,5,5,5,2,60.0,10.57,1.195
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,13,13,13,0,100.0,29.46,0.435
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,10,10,10,5,50.0,58.13,0.944
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),8,8,8,2,75.0,24.07,0.678
2025-03-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Security,1,1,1,0,100.0,8.38,0.116
2025-03-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,35,35,35,6,82.86,12.67,0.625
2025-03-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,110,110,110,34,69.09,18.72,0.837
2025-03-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,51,51,51,5,90.2,13.68,0.612
2025-03-01,CUST-003,Juniper Polytechnic,Platinum,Education,Business Voice (SIP),63,63,63,13,79.37,11.88,0.846
